Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,City,Product ID,Sales,Quantity,Discount,Profit,Devolucion
CA-2017-107503,2017-01-01,2017-01-06,Standard Class,GA-14725,Guy Armstrong,Lorain,FUR-FU-10003878,48.896,4,0.2,8.556799999999999,0
CA-2014-107755,2014-02-07,2014-02-12,Standard Class,CK-12760,Cyma Kinney,Linden,TEC-AC-10000710,115.36,7,0.0,49.60480000000001,0
CA-2016-152534,2016-06-20,2016-06-25,Second Class,DP-13105,Dave Poirier,Salinas,OFF-AR-10002335,5.16,2,0.0,1.3416000000000001,0
CA-2016-152534,2016-06-20,2016-06-25,Second Class,DP-13105,Dave Poirier,Salinas,OFF-PA-10001870,38.88,6,0.0,18.6624,0
CA-2016-113747,2016-05-28,2016-06-04,Standard Class,VD-21670,Valerie Dominguez,Jackson,OFF-AR-10003373,185.88,6,0.0,50.187599999999996,0
CA-2016-123274,2016-02-19,2016-02-24,Standard Class,GT-14710,Greg Tran,New York City,FUR-FU-10004090,44.46,2,0.0,14.671799999999998,0
CA-2016-123274,2016-02-19,2016-02-24,Standard Class,GT-14710,Greg Tran,New York City,OFF-ST-10000736,242.94,3,0.0,9.71759999999999,0
CA-2014-125612,2014-08-03,2014-08-08,Standard Class,BK-11260,Berenike Kampe,New York City,OFF-PA-10001019,39.96,2,0.0,18.7812,0
CA-2014-125612,2014-08-03,2014-08-08,Standard Class,BK-11260,Berenike Kampe,New York City,OFF-SU-10002537,102.30000000000001,10,0.0,26.598000000000006,0
CA-2014-125612,2014-08-03,2014-08-08,Standard Class,BK-11260,Berenike Kampe,New York City,OFF-ST-10003221,21.36,2,0.0,5.767200000000001,0
CA-2017-161984,2017-04-10,2017-04-15,Standard Class,SJ-20125,Sanjit Jacobs,New Brunswick,OFF-PA-10004569,7.61,1,0.0,3.5766999999999998,0
CA-2017-161984,2017-04-10,2017-04-15,Standard Class,SJ-20125,Sanjit Jacobs,New Brunswick,OFF-FA-10000624,7.16,2,0.0,3.58,0
CA-2014-133851,2014-06-09,2014-06-16,Standard Class,CM-12445,Chuck Magee,San Francisco,OFF-SU-10001225,7.36,2,0.0,0.14719999999999978,0
CA-2014-133851,2014-06-09,2014-06-16,Standard Class,CM-12445,Chuck Magee,San Francisco,OFF-AR-10003752,23.1,2,0.0,10.626,0
CA-2016-134474,2016-01-05,2016-01-07,Second Class,AJ-10795,Anthony Johnson,Jacksonville,TEC-AC-10001714,191.472,6,0.2,40.6878,0
CA-2016-134474,2016-01-05,2016-01-07,Second Class,AJ-10795,Anthony Johnson,Jacksonville,OFF-AR-10003958,5.248,2,0.2,0.5903999999999991,0
CA-2016-134474,2016-01-05,2016-01-07,Second Class,AJ-10795,Anthony Johnson,Jacksonville,TEC-PH-10002923,59.184000000000005,2,0.2,5.178600000000001,0
CA-2014-149020,2014-01-10,2014-01-15,Standard Class,AJ-10780,Anthony Jacobs,Springfield,OFF-LA-10004272,2.89,1,0.0,1.3583,0
CA-2014-149020,2014-01-10,2014-01-15,Standard Class,AJ-10780,Anthony Jacobs,Springfield,FUR-FU-10000965,51.94,1,0.0,21.2954,0
CA-2016-134362,2016-09-29,2016-10-02,First Class,LS-16945,Linda Southworth,Philadelphia,OFF-LA-10004853,15.936000000000002,4,0.2,5.1792,0
CA-2014-136742,2014-04-06,2014-04-10,Standard Class,GP-14740,Guy Phonely,Lancaster,OFF-BI-10003719,44.91000000000001,6,0.7,-35.928,0
CA-2016-158099,2016-09-03,2016-09-05,First Class,PK-18910,Paul Knutson,Philadelphia,OFF-BI-10000545,1141.4700000000003,5,0.7,-760.9800000000002,0
CA-2016-158099,2016-09-03,2016-09-05,First Class,PK-18910,Paul Knutson,Philadelphia,TEC-PH-10002496,280.78200000000004,3,0.4,-46.797000000000025,0
CA-2015-131128,2015-10-19,2015-10-20,First Class,TB-21520,Tracy Blumstein,Concord,OFF-PA-10003591,34.44,3,0.0,17.22,0
CA-2014-148488,2014-12-10,2014-12-15,Standard Class,SM-20005,Sally Matthias,New York City,OFF-PA-10004470,11.36,2,0.0,5.225599999999999,0
CA-2014-148488,2014-12-10,2014-12-15,Standard Class,SM-20005,Sally Matthias,New York City,OFF-BI-10000315,106.344,7,0.2,37.2204,0
CA-2017-114636,2017-08-25,2017-08-29,Standard Class,GA-14725,Guy Armstrong,Charlotte,OFF-PA-10001790,192.16000000000003,5,0.2,67.25599999999999,0
CA-2016-116736,2016-01-17,2016-01-21,Standard Class,CC-12430,Chuck Clark,Concord,FUR-FU-10004017,322.59000000000003,3,0.0,64.518,1
CA-2016-116736,2016-01-17,2016-01-21,Standard Class,CC-12430,Chuck Clark,Concord,TEC-AC-10003628,29.99,1,0.0,13.195600000000002,1
CA-2016-116736,2016-01-17,2016-01-21,Standard Class,CC-12430,Chuck Clark,Concord,TEC-AC-10002049,371.96999999999997,3,0.0,66.95459999999997,1
US-2014-158638,2014-09-17,2014-09-21,Standard Class,AG-10765,Anthony Garverick,Philadelphia,OFF-BI-10003712,5.892000000000001,4,0.7,-4.1244,0
CA-2017-111689,2017-11-30,2017-12-02,Second Class,HP-14815,Harold Pawlan,New York City,OFF-BI-10003984,68.47200000000001,3,0.2,23.109299999999998,0
CA-2017-111689,2017-11-30,2017-12-02,Second Class,HP-14815,Harold Pawlan,New York City,FUR-CH-10004287,1242.8999999999999,5,0.1,262.3899999999999,0
CA-2015-129098,2015-10-09,2015-10-13,Standard Class,DK-13090,Dave Kipp,Springfield,OFF-ST-10001321,30.84,2,0.0,8.326800000000002,0
US-2017-123463,2017-12-23,2017-12-23,Same Day,GZ-14470,Gary Zandusky,San Francisco,OFF-AR-10001118,13.48,4,0.0,5.931200000000001,0
CA-2016-165148,2016-10-22,2016-10-24,First Class,PM-19135,Peter McVee,Detroit,FUR-FU-10000732,31.400000000000002,5,0.0,10.047999999999998,0
CA-2014-134061,2014-04-29,2014-05-04,Standard Class,LL-16840,Lauren Leatherbury,Rochester,FUR-FU-10001424,17.46,2,0.0,5.936399999999999,0
CA-2015-143602,2015-04-25,2015-04-28,Second Class,JS-15595,Jill Stevenson,Los Angeles,OFF-BI-10002071,13.943999999999999,3,0.2,4.5318,1
CA-2017-115364,2017-06-26,2017-07-02,Standard Class,OT-18730,Olvera Toch,San Diego,OFF-ST-10002486,83.76,12,0.0,1.6751999999999967,0
CA-2017-150707,2017-10-14,2017-10-19,Standard Class,EL-13735,Ed Ludwig,Columbia,OFF-BI-10001078,37.66,7,0.0,18.453400000000002,0
CA-2014-104976,2014-12-09,2014-12-16,Standard Class,CK-12760,Cyma Kinney,San Francisco,OFF-PA-10003845,34.68,6,0.0,16.9932,0
CA-2017-132934,2017-06-20,2017-06-26,Standard Class,JE-15475,Jeremy Ellison,New Rochelle,TEC-AC-10000927,149.95,5,0.0,14.994999999999994,0
CA-2017-132934,2017-06-20,2017-06-26,Standard Class,JE-15475,Jeremy Ellison,New Rochelle,OFF-BI-10001098,51.312,3,0.2,18.600599999999996,0
CA-2017-133256,2017-06-26,2017-06-27,First Class,TH-21550,Tracy Hopkins,Detroit,OFF-PA-10001622,4.54,1,0.0,2.0429999999999997,0
CA-2017-133256,2017-06-26,2017-06-27,First Class,TH-21550,Tracy Hopkins,Detroit,OFF-AR-10003158,15.92,4,0.0,5.412799999999999,0
CA-2017-133256,2017-06-26,2017-06-27,First Class,TH-21550,Tracy Hopkins,Detroit,TEC-PH-10002660,543.92,8,0.0,135.98000000000002,0
CA-2016-105494,2016-11-10,2016-11-12,First Class,PC-18745,Pamela Coakley,San Francisco,OFF-ST-10002205,155.82000000000002,7,0.0,42.07140000000001,0
CA-2016-105494,2016-11-10,2016-11-12,First Class,PC-18745,Pamela Coakley,San Francisco,OFF-BI-10003364,70.00800000000001,3,0.2,24.5028,0
CA-2016-140634,2016-10-03,2016-10-06,Second Class,HL-15040,Hunter Lopez,Houston,OFF-EN-10001099,15.648,2,0.2,5.085599999999999,0
CA-2014-144407,2014-09-09,2014-09-15,Standard Class,MS-17365,Maribeth Schnelling,Detroit,OFF-LA-10003923,103.60000000000001,7,0.0,51.800000000000004,0
CA-2017-160983,2017-10-29,2017-10-31,Second Class,GB-14530,George Bell,Auburn,OFF-PA-10002250,46.96,8,0.0,22.5408,0
US-2016-114622,2016-04-10,2016-04-12,First Class,JR-16210,Justin Ritter,Springfield,OFF-BI-10004716,8.904000000000002,2,0.7,-6.5296,0
CA-2017-150959,2017-11-11,2017-11-13,First Class,TD-20995,Tamara Dahlen,Garland,OFF-LA-10001045,10.440000000000001,5,0.2,3.392999999999999,0
CA-2017-150959,2017-11-11,2017-11-13,First Class,TD-20995,Tamara Dahlen,Garland,OFF-BI-10001510,18.336,4,0.8,-32.08800000000001,0
CA-2017-132353,2017-09-15,2017-09-17,First Class,DB-13060,Dave Brooks,Chicago,TEC-PH-10004536,323.97600000000006,3,0.2,20.248499999999993,0
CA-2016-130477,2016-04-08,2016-04-12,Standard Class,LC-17140,Logan Currie,Los Angeles,OFF-PA-10002947,20.04,3,0.0,9.6192,1
CA-2016-130477,2016-04-08,2016-04-12,Standard Class,LC-17140,Logan Currie,Los Angeles,OFF-ST-10002583,64.96,2,0.0,2.598399999999998,1
CA-2016-130477,2016-04-08,2016-04-12,Standard Class,LC-17140,Logan Currie,Los Angeles,OFF-PA-10000019,12.96,2,0.0,6.2208000000000006,1
CA-2017-143259,2017-12-30,2018-01-03,Standard Class,PO-18865,Patrick O'Donnell,New York City,FUR-BO-10003441,323.136,4,0.2,12.117599999999968,0
CA-2017-143259,2017-12-30,2018-01-03,Standard Class,PO-18865,Patrick O'Donnell,New York City,TEC-PH-10004774,90.93,7,0.0,2.7278999999999964,0
CA-2017-143259,2017-12-30,2018-01-03,Standard Class,PO-18865,Patrick O'Donnell,New York City,OFF-BI-10003684,52.775999999999996,3,0.2,19.791,0
CA-2017-137596,2017-09-02,2017-09-07,Standard Class,BE-11335,Bill Eplett,Jackson,TEC-PH-10001494,1199.8,4,0.0,323.946,0
CA-2017-137596,2017-09-02,2017-09-07,Standard Class,BE-11335,Bill Eplett,Jackson,TEC-AC-10004666,1928.7800000000002,7,0.0,829.3754000000002,0
CA-2017-137596,2017-09-02,2017-09-07,Standard Class,BE-11335,Bill Eplett,Jackson,OFF-ST-10003816,352.38,2,0.0,81.04739999999998,0
CA-2015-133627,2015-05-31,2015-06-07,Standard Class,SC-20050,Sample Company A,Norwich,FUR-FU-10001935,22.200000000000003,6,0.0,9.102000000000002,0
CA-2017-102519,2017-11-27,2017-11-29,First Class,BM-11650,Brian Moss,Milwaukee,FUR-FU-10004091,46.94,1,0.0,19.2454,1
CA-2017-102519,2017-11-27,2017-11-29,First Class,BM-11650,Brian Moss,Milwaukee,TEC-AC-10001772,143.73000000000002,9,0.0,56.05470000000001,1
US-2014-141215,2014-06-15,2014-06-21,Standard Class,KL-16555,Kelly Lampkin,San Antonio,FUR-TA-10001520,99.918,2,0.3,-18.55620000000002,0
US-2014-141215,2014-06-15,2014-06-21,Standard Class,KL-16555,Kelly Lampkin,San Antonio,FUR-CH-10003379,797.944,4,0.3,-56.99599999999998,0
US-2014-141215,2014-06-15,2014-06-21,Standard Class,KL-16555,Kelly Lampkin,San Antonio,OFF-BI-10002706,8.567999999999998,3,0.8,-14.5656,0
CA-2016-165218,2016-03-05,2016-03-11,Standard Class,RW-19630,Rob Williams,Dallas,OFF-EN-10000056,149.352,3,0.2,50.40629999999998,0
CA-2016-165218,2016-03-05,2016-03-11,Standard Class,RW-19630,Rob Williams,Dallas,OFF-ST-10001558,12.991999999999999,1,0.2,-0.8119999999999998,0
CA-2014-138296,2014-12-05,2014-12-12,Standard Class,RC-19825,Roy Collins,Alexandria,OFF-ST-10002444,24.56,2,0.0,6.876799999999999,0
CA-2015-111164,2015-04-11,2015-04-15,Standard Class,SE-20110,Sanjit Engle,New York City,TEC-AC-10002473,85.14,3,0.0,34.907399999999996,0
CA-2015-111164,2015-04-11,2015-04-15,Standard Class,SE-20110,Sanjit Engle,New York City,TEC-PH-10004531,21.99,1,0.0,10.5552,0
CA-2015-111164,2015-04-11,2015-04-15,Standard Class,SE-20110,Sanjit Engle,New York City,OFF-AP-10004487,406.59999999999997,5,0.0,113.84799999999998,0
CA-2016-149797,2016-09-15,2016-09-20,Standard Class,AH-10075,Adam Hart,New York City,OFF-BI-10003650,841.5680000000001,2,0.2,294.5487999999999,0
CA-2014-132962,2014-09-13,2014-09-16,First Class,JM-15535,Jessica Myrick,Philadelphia,OFF-PA-10003543,15.552000000000003,3,0.2,5.4432,0
CA-2014-132962,2014-09-13,2014-09-16,First Class,JM-15535,Jessica Myrick,Philadelphia,TEC-AC-10004353,252.00000000000003,5,0.2,53.550000000000004,0
CA-2015-115091,2015-10-05,2015-10-09,Standard Class,JJ-15760,Joel Jenkins,Springfield,OFF-AR-10000658,46.2,4,0.0,12.936,0
CA-2015-115091,2015-10-05,2015-10-09,Standard Class,JJ-15760,Joel Jenkins,Springfield,OFF-AP-10000696,28.84,2,0.0,9.517199999999999,0
CA-2017-144932,2017-04-14,2017-04-17,First Class,AB-10165,Alan Barnes,Toledo,OFF-AR-10003560,14.592000000000002,3,0.2,2.5535999999999985,0
CA-2017-144932,2017-04-14,2017-04-17,First Class,AB-10165,Alan Barnes,Toledo,OFF-AR-10001468,89.856,3,0.2,21.3408,0
CA-2017-144932,2017-04-14,2017-04-17,First Class,AB-10165,Alan Barnes,Toledo,OFF-PA-10004971,13.872000000000002,3,0.2,5.028600000000001,0
CA-2017-114216,2017-09-02,2017-09-06,Standard Class,RK-19300,Ralph Kennedy,Philadelphia,OFF-PA-10002195,12.192,3,0.2,4.1148,0
CA-2016-140081,2016-06-20,2016-06-24,Standard Class,CG-12040,Catherine Glotzbach,Philadelphia,OFF-PA-10001745,45.056000000000004,8,0.2,15.206399999999997,0
CA-2016-140081,2016-06-20,2016-06-24,Standard Class,CG-12040,Catherine Glotzbach,Philadelphia,OFF-BI-10004826,29.718000000000007,6,0.7,-21.79319999999999,0
CA-2016-140081,2016-06-20,2016-06-24,Standard Class,CG-12040,Catherine Glotzbach,Philadelphia,OFF-PA-10001870,15.552000000000003,3,0.2,5.4432,0
CA-2016-140081,2016-06-20,2016-06-24,Standard Class,CG-12040,Catherine Glotzbach,Philadelphia,OFF-AP-10001058,447.696,2,0.2,33.577199999999976,0
US-2017-111745,2017-11-05,2017-11-06,First Class,RA-19885,Ruben Ausman,Farmington,TEC-AC-10003911,159.99,1,0.0,54.39659999999999,0
CA-2015-148250,2015-12-13,2015-12-17,Standard Class,RP-19270,Rachel Payne,Riverside,OFF-PA-10000289,12.96,2,0.0,6.2208000000000006,0
CA-2015-148250,2015-12-13,2015-12-17,Standard Class,RP-19270,Rachel Payne,Riverside,OFF-AP-10003040,134.48,4,0.0,34.9648,0
CA-2016-105760,2016-06-19,2016-06-20,First Class,KC-16255,Karen Carlisle,San Francisco,OFF-PA-10000350,17.12,2,0.0,8.0464,0
CA-2016-142958,2016-12-13,2016-12-20,Standard Class,RW-19630,Rob Williams,Torrance,OFF-BI-10001759,6.096,2,0.2,2.2098,0
CA-2016-142958,2016-12-13,2016-12-20,Standard Class,RW-19630,Rob Williams,Torrance,FUR-TA-10000577,1114.272,4,0.2,41.78520000000003,0
CA-2015-120880,2015-05-29,2015-06-03,Standard Class,JL-15850,John Lucas,Seattle,OFF-PA-10004101,32.400000000000006,5,0.0,15.552000000000001,0
CA-2015-120880,2015-05-29,2015-06-03,Standard Class,JL-15850,John Lucas,Seattle,OFF-ST-10001496,540.5699999999999,3,0.0,140.5482,0
CA-2015-120880,2015-05-29,2015-06-03,Standard Class,JL-15850,John Lucas,Seattle,OFF-BI-10002931,167.76,5,0.2,62.91,0
US-2015-140200,2015-07-26,2015-07-28,First Class,CA-12775,Cynthia Arntzen,Mesa,FUR-TA-10002356,393.165,3,0.5,-204.44580000000005,0
US-2017-110576,2017-11-28,2017-12-02,Standard Class,RB-19795,Ross Baird,Philadelphia,FUR-FU-10003601,516.488,7,0.2,-12.912200000000027,0
US-2017-110576,2017-11-28,2017-12-02,Standard Class,RB-19795,Ross Baird,Philadelphia,FUR-FU-10000576,1007.2320000000001,6,0.2,75.54240000000001,0
US-2017-110576,2017-11-28,2017-12-02,Standard Class,RB-19795,Ross Baird,Philadelphia,FUR-TA-10004154,2065.32,12,0.4,-619.5960000000001,0
US-2017-110576,2017-11-28,2017-12-02,Standard Class,RB-19795,Ross Baird,Philadelphia,OFF-PA-10000788,15.552000000000003,3,0.2,5.4432,0
US-2017-110576,2017-11-28,2017-12-02,Standard Class,RB-19795,Ross Baird,Philadelphia,OFF-PA-10002479,25.344,6,0.2,7.92,0
CA-2017-131156,2017-04-03,2017-04-07,Standard Class,KH-16360,Katherine Hughes,Philadelphia,FUR-FU-10001940,25.472,4,0.2,7.641600000000002,0
CA-2017-136539,2017-12-28,2018-01-01,Standard Class,GH-14665,Greg Hansen,Round Rock,OFF-AR-10001958,27.168000000000003,2,0.2,2.7168,1
CA-2017-136539,2017-12-28,2018-01-01,Standard Class,GH-14665,Greg Hansen,Round Rock,FUR-BO-10004709,78.85279999999999,2,0.32,-11.595999999999997,1
CA-2017-119305,2017-11-30,2017-12-04,Standard Class,SW-20275,Scott Williamson,Jackson,OFF-ST-10000604,173.79999999999998,5,0.0,43.44999999999999,0
CA-2017-102414,2017-05-15,2017-05-18,Second Class,JA-15970,Joseph Airdo,Phoenix,TEC-PH-10002923,29.592000000000002,1,0.2,2.5893000000000006,0
CA-2017-102414,2017-05-15,2017-05-18,Second Class,JA-15970,Joseph Airdo,Phoenix,OFF-BI-10004465,4.752000000000001,2,0.7,-3.1679999999999993,0
CA-2017-102414,2017-05-15,2017-05-18,Second Class,JA-15970,Joseph Airdo,Phoenix,OFF-PA-10002333,15.552000000000003,3,0.2,5.6376,0
CA-2015-112571,2015-09-22,2015-09-22,Same Day,DL-12925,Daniel Lacy,Oceanside,FUR-FU-10004188,204.6,2,0.0,53.196,0
CA-2017-152142,2017-11-14,2017-11-19,Standard Class,LW-16990,Lindsay Williams,San Francisco,FUR-CH-10002965,321.568,2,0.2,28.137200000000007,0
CA-2015-160059,2015-11-27,2015-12-01,Standard Class,TB-21190,Thomas Brumley,Fayetteville,OFF-BI-10000145,6.24,2,0.0,3.0576,0
CA-2016-120859,2016-09-01,2016-09-04,First Class,CV-12805,Cynthia Voltz,San Francisco,OFF-EN-10001335,21.88,2,0.0,10.94,0
CA-2014-127488,2014-09-22,2014-09-24,Second Class,MS-17365,Maribeth Schnelling,Boca Raton,OFF-LA-10001613,4.608,2,0.2,1.6704,0
CA-2017-135279,2017-04-09,2017-04-11,First Class,BS-11800,Bryan Spruell,New York City,OFF-LA-10004055,9.82,2,0.0,4.8118,0
CA-2017-135279,2017-04-09,2017-04-11,First Class,BS-11800,Bryan Spruell,New York City,OFF-AR-10004344,35.97,3,0.0,9.711899999999998,0
CA-2017-135279,2017-04-09,2017-04-11,First Class,BS-11800,Bryan Spruell,New York City,OFF-PA-10004621,12.96,2,0.0,6.2208000000000006,0
CA-2017-135279,2017-04-09,2017-04-11,First Class,BS-11800,Bryan Spruell,New York City,OFF-PA-10001281,191.6,4,0.0,91.96799999999999,0
CA-2017-135279,2017-04-09,2017-04-11,First Class,BS-11800,Bryan Spruell,New York City,OFF-LA-10001613,8.64,3,0.0,4.2336,0
CA-2017-135279,2017-04-09,2017-04-11,First Class,BS-11800,Bryan Spruell,New York City,OFF-ST-10001097,501.81000000000006,3,0.0,0.0,0
CA-2014-115791,2014-01-16,2014-01-18,Second Class,DL-13315,Delfina Latchford,Philadelphia,FUR-FU-10001095,127.10400000000001,6,0.2,28.598399999999998,0
CA-2014-115791,2014-01-16,2014-01-18,Second Class,DL-13315,Delfina Latchford,Philadelphia,TEC-PH-10004614,124.19999999999999,3,0.4,-31.05000000000001,0
CA-2014-115791,2014-01-16,2014-01-18,Second Class,DL-13315,Delfina Latchford,Philadelphia,OFF-BI-10001575,18.588000000000005,2,0.7,-13.6312,0
CA-2014-115791,2014-01-16,2014-01-18,Second Class,DL-13315,Delfina Latchford,Philadelphia,OFF-LA-10001074,30.072000000000003,3,0.2,10.149299999999997,0
US-2017-103247,2017-10-05,2017-10-08,Second Class,PO-19195,Phillina Ober,New York City,TEC-PH-10003555,160.92999999999998,7,0.0,3.2186000000000092,1
US-2017-103247,2017-10-05,2017-10-08,Second Class,PO-19195,Phillina Ober,New York City,OFF-BI-10004492,75.792,3,0.2,25.57979999999999,1
US-2017-100209,2017-07-09,2017-07-15,Standard Class,TD-20995,Tamara Dahlen,Portland,OFF-BI-10002012,1.0800000000000003,2,0.7,-0.792,0
CA-2017-159366,2017-01-07,2017-01-10,First Class,BW-11110,Bart Watters,Detroit,TEC-MA-10000822,3059.982,2,0.1,679.9959999999996,0
CA-2016-145499,2016-05-30,2016-05-31,First Class,RW-19690,Robert Waldorf,Wilmington,OFF-BI-10000848,3.2820000000000005,2,0.7,-2.6256000000000004,0
CA-2015-157035,2015-12-09,2015-12-12,First Class,KB-16600,Ken Brennan,Columbus,OFF-PA-10004156,34.019999999999996,3,0.0,16.6698,0
CA-2016-144939,2016-10-03,2016-10-08,Standard Class,EB-13870,Emily Burns,New York City,FUR-CH-10003199,599.292,6,0.1,93.22319999999998,0
CA-2014-163419,2014-11-11,2014-11-14,Second Class,TZ-21580,Tracy Zic,Louisville,OFF-AR-10000034,3.3920000000000003,1,0.2,0.8055999999999999,0
CA-2014-163419,2014-11-11,2014-11-14,Second Class,TZ-21580,Tracy Zic,Louisville,TEC-PH-10000560,559.984,2,0.2,55.99840000000003,0
CA-2014-163419,2014-11-11,2014-11-14,Second Class,TZ-21580,Tracy Zic,Louisville,FUR-CH-10000665,603.92,5,0.2,75.48999999999992,0
CA-2017-100314,2017-09-29,2017-10-05,Standard Class,AS-10630,Ann Steele,Pasadena,OFF-LA-10001569,7.968000000000001,2,0.2,2.5896,0
CA-2017-100314,2017-09-29,2017-10-05,Standard Class,AS-10630,Ann Steele,Pasadena,OFF-EN-10000461,27.968000000000004,4,0.2,9.4392,0
CA-2017-100314,2017-09-29,2017-10-05,Standard Class,AS-10630,Ann Steele,Pasadena,TEC-MA-10003066,336.51,3,0.4,44.86799999999997,0
CA-2015-146829,2015-03-10,2015-03-10,Same Day,TS-21340,Toby Swindell,Houston,OFF-BI-10004022,1.1119999999999997,2,0.8,-1.8904,0
CA-2017-167899,2017-05-21,2017-05-26,Standard Class,JG-15805,John Grady,Auburn,FUR-FU-10004071,520.0500000000001,5,0.0,72.80700000000003,0
CA-2017-167899,2017-05-21,2017-05-26,Standard Class,JG-15805,John Grady,Auburn,OFF-AR-10001988,17.97,3,0.0,5.2113,0
CA-2015-153549,2015-03-29,2015-03-31,Second Class,SL-20155,Sara Luxemburg,Jacksonville,FUR-CH-10004086,1166.92,5,0.2,131.27849999999995,0
CA-2016-110023,2016-09-09,2016-09-11,First Class,TS-21610,Troy Staebel,New York City,OFF-BI-10001036,14.624000000000002,2,0.2,5.484,0
CA-2016-105585,2016-08-26,2016-08-27,First Class,RF-19735,Roland Fjeld,San Jose,OFF-FA-10002983,10.23,3,0.0,4.9104,1
CA-2016-105585,2016-08-26,2016-08-27,First Class,RF-19735,Roland Fjeld,San Jose,OFF-PA-10003625,154.9,5,0.0,69.705,1
CA-2014-117639,2014-05-21,2014-05-25,Standard Class,MW-18235,Mitch Willingham,Virginia Beach,OFF-BI-10003925,2715.9300000000003,7,0.0,1276.4871,0
CA-2014-117639,2014-05-21,2014-05-25,Standard Class,MW-18235,Mitch Willingham,Virginia Beach,TEC-PH-10001530,617.97,3,0.0,173.0316,0
CA-2015-162537,2015-10-28,2015-11-03,Standard Class,RD-19585,Rob Dowd,Henderson,OFF-EN-10003862,10.67,1,0.0,4.9082,0
CA-2015-162537,2015-10-28,2015-11-03,Standard Class,RD-19585,Rob Dowd,Henderson,OFF-ST-10004258,36.63,3,0.0,9.890100000000004,0
CA-2015-162537,2015-10-28,2015-11-03,Standard Class,RD-19585,Rob Dowd,Henderson,FUR-FU-10002885,24.1,5,0.0,9.158000000000001,0
CA-2015-162537,2015-10-28,2015-11-03,Standard Class,RD-19585,Rob Dowd,Henderson,FUR-FU-10001918,33.11,7,0.0,12.912900000000004,0
CA-2016-155488,2016-11-13,2016-11-17,Standard Class,FM-14290,Frank Merwin,Vancouver,OFF-AR-10002956,44.02,2,0.0,11.4452,0
CA-2015-124891,2015-07-31,2015-07-31,Same Day,RH-19495,Rick Hansen,New York City,TEC-AC-10003033,2309.65,7,0.0,762.1844999999998,0
CA-2015-124891,2015-07-31,2015-07-31,Same Day,RH-19495,Rick Hansen,New York City,FUR-TA-10002903,1090.782,7,0.4,-290.8752,0
CA-2015-124891,2015-07-31,2015-07-31,Same Day,RH-19495,Rick Hansen,New York City,OFF-PA-10004621,19.44,3,0.0,9.3312,0
CA-2015-126445,2015-08-27,2015-08-31,Standard Class,RA-19945,Ryan Akin,Murrieta,OFF-ST-10000046,484.65000000000003,3,0.0,92.08350000000002,0
CA-2015-111199,2015-11-13,2015-11-17,Standard Class,JK-15730,Joe Kamberova,Jacksonville,OFF-PA-10001790,115.296,3,0.2,40.353599999999986,0
CA-2015-105312,2015-11-06,2015-11-09,First Class,MT-17815,Meg Tillman,Scottsdale,OFF-EN-10002600,7.080000000000001,3,0.2,2.477999999999999,0
CA-2015-105312,2015-11-06,2015-11-09,First Class,MT-17815,Meg Tillman,Scottsdale,OFF-BI-10002049,4.401,3,0.7,-3.5207999999999995,0
US-2017-106705,2017-12-26,2018-01-01,Standard Class,PO-18850,Patrick O'Brill,Burlington,OFF-PA-10001509,44.75,5,0.0,20.584999999999994,0
CA-2017-135034,2017-08-01,2017-08-03,First Class,AT-10735,Annie Thurman,Chicago,TEC-PH-10003931,95.98400000000001,2,0.2,5.999000000000002,0
CA-2014-158540,2014-11-24,2014-11-26,First Class,VG-21790,Vivek Gonzalez,San Diego,FUR-FU-10001602,151.72,4,0.0,27.30959999999999,0
CA-2017-118437,2017-06-17,2017-06-21,Second Class,PF-19165,Philip Fox,Olympia,FUR-FU-10004848,155.25,3,0.0,46.574999999999996,0
CA-2017-118437,2017-06-17,2017-06-21,Second Class,PF-19165,Philip Fox,Olympia,OFF-ST-10003722,14.03,1,0.0,4.068699999999998,0
US-2015-126214,2015-12-21,2015-12-24,Second Class,JS-15880,John Stevenson,Seattle,FUR-TA-10003748,1618.37,13,0.0,356.04139999999995,1
US-2015-126214,2015-12-21,2015-12-24,Second Class,JS-15880,John Stevenson,Seattle,TEC-AC-10003198,99.6,1,0.0,36.852,1
CA-2015-133025,2015-09-17,2015-09-19,Second Class,MO-17800,Meg O'Connel,Los Angeles,OFF-PA-10004100,32.400000000000006,5,0.0,15.552000000000001,0
CA-2015-108665,2015-07-06,2015-07-10,Standard Class,KM-16225,Kalyca Meade,New York City,FUR-FU-10002191,13.96,2,0.0,6.7008,0
CA-2015-108665,2015-07-06,2015-07-10,Standard Class,KM-16225,Kalyca Meade,New York City,FUR-FU-10000965,155.82,3,0.0,63.8862,0
CA-2015-108665,2015-07-06,2015-07-10,Standard Class,KM-16225,Kalyca Meade,New York City,TEC-PH-10004188,124.94999999999999,5,0.0,2.4990000000000023,0
CA-2015-108665,2015-07-06,2015-07-10,Standard Class,KM-16225,Kalyca Meade,New York City,OFF-ST-10001526,601.65,5,0.0,156.42899999999997,0
CA-2015-124450,2015-04-27,2015-05-03,Standard Class,GT-14710,Greg Tran,Washington,OFF-AR-10001166,22.740000000000002,3,0.0,8.8686,0
CA-2015-124450,2015-04-27,2015-05-03,Standard Class,GT-14710,Greg Tran,Washington,FUR-CH-10000309,1267.53,3,0.0,316.8825,0
